Sprs_0001	len=368	ExpAA=88.22	First60=0.00	PredHel=4	Topology=i85-107o117-134i190-212o250-272i
Sprs_5016	len=632	ExpAA=13.83	First60=13.71	PredHel=1	Topology=i7-29o
Sprs_5017	len=153	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5018	len=222	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5019	len=491	ExpAA=240.53	First60=14.12	PredHel=10	Topology=i45-67o82-104i117-136o141-163i175-197o210-232i275-297o307-326i339-361o440-462i
Sprs_5020	len=773	ExpAA=0.96	First60=0.00	PredHel=0	Topology=o
Sprs_5021	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5022	len=1297	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5023	len=870	ExpAA=0.49	First60=0.00	PredHel=0	Topology=o
Sprs_5024	len=265	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5025	len=255	ExpAA=11.54	First60=9.46	PredHel=0	Topology=o
Sprs_5026	len=940	ExpAA=6.77	First60=2.70	PredHel=0	Topology=o
Sprs_5027	len=923	ExpAA=11.24	First60=11.13	PredHel=0	Topology=o
Sprs_5028	len=162	ExpAA=13.83	First60=0.00	PredHel=0	Topology=o
Sprs_5029	len=396	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5030	len=1306	ExpAA=1.37	First60=0.00	PredHel=0	Topology=o
Sprs_5031	len=885	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5032	len=310	ExpAA=81.81	First60=0.00	PredHel=4	Topology=i169-186o201-223i236-258o263-285i
Sprs_5033	len=658	ExpAA=0.16	First60=0.11	PredHel=0	Topology=o
Sprs_5034	len=1062	ExpAA=2.56	First60=0.00	PredHel=0	Topology=o
Sprs_5035	len=592	ExpAA=242.06	First60=0.00	PredHel=10	Topology=i151-170o174-196i203-225o235-257i264-286o342-364i376-398o420-442i449-471o514-536i
Sprs_5036	len=643	ExpAA=0.45	First60=0.08	PredHel=0	Topology=o
Sprs_5037	len=2327	ExpAA=1.75	First60=0.00	PredHel=0	Topology=o
Sprs_5038	len=666	ExpAA=24.63	First60=21.52	PredHel=1	Topology=i5-27o
Sprs_5039	len=696	ExpAA=0.60	First60=0.55	PredHel=0	Topology=o
Sprs_5040	len=458	ExpAA=22.85	First60=21.88	PredHel=1	Topology=i7-29o
Sprs_5041	len=1098	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Sprs_5042	len=535	ExpAA=129.12	First60=2.48	PredHel=5	Topology=i208-230o317-336i349-371o394-413i450-472o
Sprs_5043	len=643	ExpAA=145.97	First60=0.00	PredHel=7	Topology=i158-180o232-251i264-286o291-313i320-342o357-374i619-641o
Sprs_5044	len=626	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5045	len=558	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5046	len=1714	ExpAA=24.02	First60=0.42	PredHel=1	Topology=i136-158o
Sprs_5047	len=423	ExpAA=169.92	First60=35.08	PredHel=8	Topology=i13-32o37-59i72-94o116-138i151-173o193-215i228-250o265-287i
Sprs_5048	len=191	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5049	len=672	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5050	len=1457	ExpAA=0.08	First60=0.07	PredHel=0	Topology=o
Sprs_5051	len=233	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Sprs_5052	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5053	len=379	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Sprs_5054	len=320	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Sprs_5055	len=318	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5056	len=486	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_5057	len=533	ExpAA=46.35	First60=21.39	PredHel=2	Topology=o13-35i299-321o
Sprs_5058	len=352	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Sprs_5059	len=380	ExpAA=80.14	First60=0.04	PredHel=3	Topology=o149-171i191-213o228-250i
Sprs_5060	len=390	ExpAA=68.25	First60=0.13	PredHel=3	Topology=o114-136i195-217o262-284i
Sprs_5061	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5062	len=524	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5063	len=355	ExpAA=21.72	First60=21.63	PredHel=1	Topology=i7-29o
Sprs_5064	len=150	ExpAA=1.83	First60=0.00	PredHel=0	Topology=o
Sprs_5065	len=159	ExpAA=2.15	First60=0.00	PredHel=0	Topology=o
Sprs_5066	len=745	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5067	len=322	ExpAA=0.10	First60=0.03	PredHel=0	Topology=o
Sprs_5068	len=156	ExpAA=1.29	First60=0.31	PredHel=0	Topology=o
Sprs_5069	len=606	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_5070	len=271	ExpAA=2.18	First60=2.16	PredHel=0	Topology=o
Sprs_5071	len=550	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5072	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5073	len=233	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5074	len=549	ExpAA=1.29	First60=0.00	PredHel=0	Topology=o
Sprs_5075	len=433	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5076	len=612	ExpAA=2.58	First60=2.52	PredHel=0	Topology=o
Sprs_5077	len=252	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5078	len=133	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_5079	len=1263	ExpAA=22.58	First60=22.05	PredHel=1	Topology=i13-35o
Sprs_5080	len=756	ExpAA=34.86	First60=3.93	PredHel=1	Topology=i81-103o
Sprs_5081	len=661	ExpAA=76.18	First60=21.96	PredHel=3	Topology=i7-29o198-220i312-334o
Sprs_5082	len=441	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Sprs_5083	len=519	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5084	len=407	ExpAA=0.13	First60=0.01	PredHel=0	Topology=o
Sprs_5085	len=762	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5086	len=773	ExpAA=25.16	First60=0.00	PredHel=1	Topology=i243-265o
Sprs_5087	len=619	ExpAA=23.79	First60=0.14	PredHel=1	Topology=o588-610i
Sprs_5088	len=420	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Sprs_5089	len=601	ExpAA=14.61	First60=14.34	PredHel=0	Topology=o
Sprs_5090	len=860	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5091	len=694	ExpAA=209.23	First60=24.39	PredHel=7	Topology=i29-51o329-351i458-480o495-517i550-572o582-604i650-672o
Sprs_5092	len=225	ExpAA=33.89	First60=18.77	PredHel=1	Topology=i7-26o
Sprs_5093	len=313	ExpAA=1.03	First60=0.18	PredHel=0	Topology=o
Sprs_5094	len=939	ExpAA=175.82	First60=0.00	PredHel=7	Topology=o321-343i355-377o753-775i787-809o824-846i880-902o912-934i
Sprs_5095	len=481	ExpAA=22.98	First60=0.00	PredHel=1	Topology=i115-137o
Sprs_5096	len=401	ExpAA=21.65	First60=21.65	PredHel=1	Topology=i33-55o
Sprs_5097	len=949	ExpAA=172.20	First60=0.03	PredHel=7	Topology=o331-350i363-382o758-780i787-809o829-851i896-918o923-945i
Sprs_5098	len=272	ExpAA=0.29	First60=0.29	PredHel=0	Topology=o
Sprs_5099	len=1074	ExpAA=4.49	First60=0.00	PredHel=0	Topology=o
Sprs_5100	len=739	ExpAA=2.38	First60=2.37	PredHel=0	Topology=o
Sprs_5101	len=245	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5102	len=612	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5103	len=865	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5104	len=729	ExpAA=0.50	First60=0.00	PredHel=0	Topology=o
Sprs_5105	len=1015	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Sprs_5106	len=1202	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5107	len=866	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5108	len=500	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5109	len=208	ExpAA=86.42	First60=0.24	PredHel=4	Topology=i73-95o105-127i139-158o162-184i
Sprs_5110	len=567	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Sprs_5111	len=534	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Sprs_5112	len=374	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5113	len=465	ExpAA=6.95	First60=0.00	PredHel=0	Topology=o
Sprs_5114	len=160	ExpAA=2.04	First60=0.08	PredHel=0	Topology=o
Sprs_5115	len=194	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5116	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5117	len=143	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5118	len=1116	ExpAA=10.59	First60=10.57	PredHel=0	Topology=o
Sprs_5119	len=358	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_5120	len=919	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5121	len=470	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_5122	len=132	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5123	len=91	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5124	len=916	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5125	len=401	ExpAA=7.66	First60=0.00	PredHel=0	Topology=o
Sprs_5126	len=99	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_5127	len=333	ExpAA=57.97	First60=2.99	PredHel=1	Topology=o245-267i
Sprs_5128	len=160	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Sprs_5129	len=589	ExpAA=112.92	First60=0.00	PredHel=5	Topology=i201-223o238-260i267-289o304-326i417-439o
Sprs_5130	len=340	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5131	len=348	ExpAA=33.81	First60=21.44	PredHel=2	Topology=i21-43o58-77i
Sprs_5132	len=935	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5133	len=1157	ExpAA=0.75	First60=0.00	PredHel=0	Topology=o
Sprs_5134	len=1197	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5135	len=396	ExpAA=8.50	First60=2.49	PredHel=0	Topology=o
Sprs_5136	len=773	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_5137	len=879	ExpAA=0.37	First60=0.00	PredHel=0	Topology=o
Sprs_5138	len=1039	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_5139	len=560	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5140	len=182	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5141	len=314	ExpAA=19.48	First60=0.00	PredHel=1	Topology=i294-313o
Sprs_5142	len=475	ExpAA=0.12	First60=0.06	PredHel=0	Topology=o
Sprs_5143	len=247	ExpAA=40.34	First60=0.00	PredHel=2	Topology=o76-98i124-146o
Sprs_5144	len=507	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5145	len=199	ExpAA=0.09	First60=0.07	PredHel=0	Topology=o
Sprs_5146	len=577	ExpAA=22.44	First60=0.00	PredHel=1	Topology=i134-156o
Sprs_5147	len=174	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5148	len=543	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5149	len=820	ExpAA=1.02	First60=0.00	PredHel=0	Topology=o
Sprs_5150	len=771	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
Sprs_5151	len=276	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_5152	len=496	ExpAA=2.50	First60=0.00	PredHel=0	Topology=o
Sprs_5153	len=451	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Sprs_5154	len=688	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5155	len=147	ExpAA=7.67	First60=7.67	PredHel=0	Topology=o
Sprs_5156	len=138	ExpAA=4.86	First60=4.67	PredHel=0	Topology=o
Sprs_5157	len=139	ExpAA=12.61	First60=12.61	PredHel=0	Topology=o
Sprs_5158	len=1165	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5160	len=147	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_5161	len=366	ExpAA=11.05	First60=0.00	PredHel=0	Topology=o
Sprs_5162	len=656	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_5163	len=975	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5164	len=83	ExpAA=0.36	First60=0.35	PredHel=0	Topology=o
Sprs_5165	len=442	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Sprs_5166	len=397	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_5167	len=683	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5168	len=512	ExpAA=8.87	First60=2.57	PredHel=0	Topology=o
Sprs_5169	len=521	ExpAA=175.45	First60=19.17	PredHel=8	Topology=o10-29i138-160o164-186i207-229o233-255i268-290o303-322i334-353o
Sprs_5170	len=273	ExpAA=2.31	First60=0.00	PredHel=0	Topology=o
Sprs_5171	len=364	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5172	len=1095	ExpAA=0.71	First60=0.70	PredHel=0	Topology=o
Sprs_5173	len=186	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5174	len=1261	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5175	len=414	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5176	len=606	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_5177	len=191	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
Sprs_5178	len=1475	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5179	len=527	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Sprs_5180	len=917	ExpAA=0.75	First60=0.00	PredHel=0	Topology=o
Sprs_5181	len=662	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Sprs_5182	len=536	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5183	len=456	ExpAA=17.73	First60=17.72	PredHel=1	Topology=i7-24o
Sprs_5184	len=294	ExpAA=2.83	First60=2.83	PredHel=0	Topology=o
Sprs_5185	len=287	ExpAA=2.08	First60=2.07	PredHel=0	Topology=o
Sprs_5186	len=287	ExpAA=11.47	First60=11.46	PredHel=0	Topology=o
Sprs_5187	len=251	ExpAA=0.47	First60=0.22	PredHel=0	Topology=o
Sprs_5188	len=301	ExpAA=8.70	First60=8.70	PredHel=0	Topology=o
Sprs_5189	len=641	ExpAA=5.01	First60=5.01	PredHel=0	Topology=o
Sprs_5190	len=1257	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5191	len=683	ExpAA=27.22	First60=0.00	PredHel=1	Topology=i80-102o
Sprs_5192	len=197	ExpAA=21.17	First60=0.00	PredHel=1	Topology=o91-110i
Sprs_5193	len=621	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5194	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_5195	len=480	ExpAA=14.08	First60=14.08	PredHel=0	Topology=o
Sprs_5196	len=335	ExpAA=130.11	First60=18.62	PredHel=5	Topology=i42-64o177-199i212-231o278-300i312-334o
Sprs_5197	len=1291	ExpAA=211.26	First60=42.85	PredHel=8	Topology=o10-32i39-61o81-103i115-137o217-239i305-327o342-364i420-442o
Sprs_5198	len=683	ExpAA=0.48	First60=0.00	PredHel=0	Topology=o
Sprs_5199	len=448	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_5200	len=219	ExpAA=81.53	First60=20.62	PredHel=3	Topology=o27-46i98-120o165-187i
Sprs_5201	len=206	ExpAA=102.11	First60=20.15	PredHel=4	Topology=o10-29i50-72o92-126i139-161o
Sprs_5202	len=936	ExpAA=0.20	First60=0.14	PredHel=0	Topology=o
Sprs_5203	len=923	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5204	len=1106	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_5205	len=339	ExpAA=12.70	First60=0.12	PredHel=0	Topology=o
Sprs_5206	len=237	ExpAA=0.64	First60=0.00	PredHel=0	Topology=o
Sprs_5207	len=881	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_5208	len=359	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5209	len=555	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Sprs_5210	len=139	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5211	len=626	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Sprs_5212	len=514	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_5213	len=707	ExpAA=26.60	First60=25.70	PredHel=1	Topology=i19-50o
Sprs_5214	len=660	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Sprs_5215	len=268	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5216	len=640	ExpAA=157.28	First60=0.00	PredHel=7	Topology=o222-244i321-340o360-377i384-406o416-438i451-473o536-558i
Sprs_5217	len=1398	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5218	len=287	ExpAA=32.98	First60=0.02	PredHel=2	Topology=i212-234o254-276i
Sprs_5219	len=299	ExpAA=10.35	First60=10.34	PredHel=0	Topology=o
Sprs_5220	len=173	ExpAA=1.11	First60=1.11	PredHel=0	Topology=o
Sprs_5221	len=170	ExpAA=24.90	First60=22.65	PredHel=1	Topology=o10-32i
Sprs_5222	len=355	ExpAA=11.67	First60=11.63	PredHel=0	Topology=o
Sprs_5223	len=1172	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5224	len=349	ExpAA=21.87	First60=21.87	PredHel=1	Topology=i7-29o
Sprs_5225	len=1907	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5226	len=1164	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5227	len=730	ExpAA=114.49	First60=0.02	PredHel=5	Topology=o162-184i197-219o304-326i388-410o425-447i
Sprs_5228	len=901	ExpAA=1.93	First60=0.00	PredHel=0	Topology=o
Sprs_5229	len=1565	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5230	len=983	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_5231	len=308	ExpAA=43.00	First60=18.04	PredHel=2	Topology=i5-27o76-93i
Sprs_5232	len=693	ExpAA=222.97	First60=0.00	PredHel=10	Topology=o204-226i253-275o290-312i321-343o363-385i398-420o440-462i482-504o509-526i658-680o
Sprs_5233	len=717	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5234	len=575	ExpAA=0.30	First60=0.01	PredHel=0	Topology=o
Sprs_5235	len=667	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Sprs_5236	len=209	ExpAA=0.15	First60=0.08	PredHel=0	Topology=o
Sprs_5237	len=312	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5238	len=954	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Sprs_5239	len=506	ExpAA=210.95	First60=0.00	PredHel=10	Topology=i147-169o184-205i218-240o245-264i273-292o369-391i398-420o430-452i461-483o487-504i
Sprs_5240	len=367	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5241	len=1662	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5242	len=325	ExpAA=44.25	First60=21.72	PredHel=2	Topology=i7-29o131-153i
Sprs_5243	len=518	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5244	len=263	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5245	len=70	ExpAA=22.75	First60=20.65	PredHel=1	Topology=o10-32i
Sprs_5246	len=716	ExpAA=8.76	First60=0.00	PredHel=0	Topology=o
Sprs_5247	len=1032	ExpAA=22.16	First60=0.00	PredHel=1	Topology=o965-987i
Sprs_5248	len=858	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5249	len=203	ExpAA=115.02	First60=37.03	PredHel=5	Topology=i7-26o46-68i88-110o133-155i175-197o
Sprs_5250	len=127	ExpAA=0.10	First60=0.09	PredHel=0	Topology=o
Sprs_5251	len=484	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5252	len=789	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5253	len=605	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5254	len=1447	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5255	len=359	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5256	len=490	ExpAA=0.65	First60=0.00	PredHel=0	Topology=o
Sprs_5257	len=479	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_5258	len=945	ExpAA=2.52	First60=0.00	PredHel=0	Topology=o
Sprs_5259	len=703	ExpAA=0.75	First60=0.70	PredHel=0	Topology=o
Sprs_5260	len=374	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_5261	len=1214	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5262	len=401	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5263	len=136	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5264	len=416	ExpAA=0.62	First60=0.00	PredHel=0	Topology=o
Sprs_5265	len=815	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5266	len=468	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Sprs_5267	len=422	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5268	len=855	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5269	len=245	ExpAA=11.80	First60=0.00	PredHel=0	Topology=o
Sprs_5270	len=263	ExpAA=18.56	First60=0.00	PredHel=1	Topology=i242-259o
Sprs_5271	len=349	ExpAA=0.32	First60=0.02	PredHel=0	Topology=o
Sprs_5272	len=458	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5273	len=433	ExpAA=71.62	First60=33.28	PredHel=3	Topology=i13-35o50-72i92-114o
Sprs_5274	len=622	ExpAA=4.17	First60=4.16	PredHel=0	Topology=o
Sprs_5275	len=613	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5276	len=598	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5277	len=626	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5278	len=638	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5279	len=567	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5280	len=656	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_5281	len=308	ExpAA=19.44	First60=0.34	PredHel=0	Topology=o
Sprs_5282	len=417	ExpAA=0.18	First60=0.06	PredHel=0	Topology=o
Sprs_5283	len=314	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Sprs_5284	len=244	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_5285	len=487	ExpAA=237.22	First60=23.01	PredHel=11	Topology=o34-56i63-85o122-144i151-173o188-210i222-244o254-276i289-308o313-335i342-361o394-411i
Sprs_5286	len=319	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5287	len=514	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5288	len=1233	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5289	len=313	ExpAA=25.71	First60=9.23	PredHel=0	Topology=o
Sprs_5290	len=1259	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5291	len=504	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5292	len=1799	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5293	len=269	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_5294	len=390	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Sprs_5295	len=226	ExpAA=20.96	First60=0.03	PredHel=1	Topology=i203-225o
Sprs_5296	len=311	ExpAA=75.13	First60=9.76	PredHel=3	Topology=i78-100o120-142i221-243o
Sprs_5297	len=342	ExpAA=21.54	First60=21.54	PredHel=1	Topology=i28-50o
Sprs_5298	len=978	ExpAA=17.49	First60=10.92	PredHel=0	Topology=o
Sprs_5299	len=429	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5300	len=1225	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5301	len=840	ExpAA=3.63	First60=2.04	PredHel=0	Topology=o
Sprs_5302	len=308	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5303	len=178	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5304	len=437	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_5305	len=663	ExpAA=14.13	First60=12.28	PredHel=0	Topology=o
Sprs_5306	len=169	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5307	len=67	ExpAA=41.15	First60=41.15	PredHel=2	Topology=i7-29o33-55i
Sprs_5308	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5309	len=1084	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_5310	len=753	ExpAA=0.07	First60=0.03	PredHel=0	Topology=o
Sprs_5311	len=266	ExpAA=0.85	First60=0.00	PredHel=0	Topology=o
Sprs_5312	len=237	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5313	len=1515	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Sprs_5314	len=586	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Sprs_5315	len=498	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_5316	len=1277	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5317	len=833	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_5318	len=512	ExpAA=7.74	First60=7.72	PredHel=0	Topology=o
Sprs_5319	len=1040	ExpAA=0.30	First60=0.18	PredHel=0	Topology=o
Sprs_5320	len=229	ExpAA=0.70	First60=0.00	PredHel=0	Topology=o
Sprs_5321	len=459	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_5322	len=1084	ExpAA=2.66	First60=0.00	PredHel=0	Topology=o
Sprs_5323	len=1414	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_5324	len=351	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_5325	len=1158	ExpAA=49.11	First60=0.00	PredHel=1	Topology=o1129-1151i
Sprs_5326	len=504	ExpAA=6.70	First60=0.00	PredHel=0	Topology=o
