Usma_0001	len=209	ExpAA=18.77	First60=15.39	PredHel=1	Topology=i45-67o
Usma_5503	len=363	ExpAA=2.02	First60=2.02	PredHel=0	Topology=o
Usma_5504	len=273	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5505	len=1879	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usma_5506	len=100	ExpAA=0.84	First60=0.00	PredHel=0	Topology=o
Usma_5507	len=297	ExpAA=8.71	First60=8.71	PredHel=0	Topology=o
Usma_5508	len=403	ExpAA=21.88	First60=13.62	PredHel=1	Topology=i46-68o
Usma_5509	len=263	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5510	len=713	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_5511	len=647	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_5512	len=71	ExpAA=0.01	First60=0.01	PredHel=0	Topology=i
Usma_5513	len=494	ExpAA=167.36	First60=0.00	PredHel=8	Topology=i159-177o182-201i206-228o233-255i268-285o300-322i368-390o394-416i
Usma_5514	len=932	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5515	len=534	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_5516	len=261	ExpAA=1.52	First60=1.51	PredHel=0	Topology=o
Usma_5517	len=229	ExpAA=22.49	First60=22.48	PredHel=1	Topology=i32-54o
Usma_5518	len=209	ExpAA=3.26	First60=3.25	PredHel=0	Topology=o
Usma_5519	len=679	ExpAA=22.56	First60=0.00	PredHel=1	Topology=i182-204o
Usma_5520	len=760	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5521	len=631	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5522	len=1239	ExpAA=16.12	First60=0.00	PredHel=0	Topology=o
Usma_5523	len=1165	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_5524	len=680	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_5525	len=405	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5526	len=237	ExpAA=108.08	First60=24.66	PredHel=5	Topology=o20-42i55-77o102-124i131-153o163-185i
Usma_5527	len=1157	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5528	len=917	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5529	len=762	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5530	len=1132	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5531	len=328	ExpAA=4.28	First60=3.53	PredHel=0	Topology=o
Usma_5532	len=298	ExpAA=134.51	First60=29.05	PredHel=6	Topology=i39-58o68-90i97-119o134-154i161-183o190-212i
Usma_5533	len=290	ExpAA=12.10	First60=11.97	PredHel=0	Topology=o
Usma_5534	len=1572	ExpAA=0.96	First60=0.00	PredHel=0	Topology=o
Usma_5535	len=320	ExpAA=43.31	First60=21.96	PredHel=1	Topology=i5-27o
Usma_5536	len=194	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
Usma_5537	len=837	ExpAA=22.56	First60=0.00	PredHel=1	Topology=o597-619i
Usma_5538	len=812	ExpAA=106.07	First60=0.01	PredHel=2	Topology=o275-297i317-339o
Usma_5539	len=848	ExpAA=52.08	First60=22.42	PredHel=2	Topology=o20-42i175-197o
Usma_5540	len=610	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_5541	len=159	ExpAA=43.75	First60=20.36	PredHel=2	Topology=i7-29o136-158i
Usma_5542	len=187	ExpAA=74.85	First60=29.87	PredHel=4	Topology=o15-34i47-65o80-102i104-121o
Usma_5543	len=123	ExpAA=19.40	First60=19.40	PredHel=1	Topology=i12-31o
Usma_5544	len=1074	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5545	len=892	ExpAA=1.60	First60=0.00	PredHel=0	Topology=o
Usma_5546	len=106	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5547	len=1301	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_5548	len=505	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
Usma_5549	len=119	ExpAA=0.28	First60=0.04	PredHel=0	Topology=o
Usma_5550	len=1416	ExpAA=2.99	First60=0.01	PredHel=0	Topology=o
Usma_5551	len=217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5552	len=1476	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5553	len=535	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5554	len=932	ExpAA=0.34	First60=0.01	PredHel=0	Topology=o
Usma_5555	len=350	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_5556	len=493	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5557	len=826	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Usma_5558	len=213	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5559	len=1036	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_5560	len=190	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5561	len=768	ExpAA=89.59	First60=16.29	PredHel=1	Topology=o655-677i
Usma_5562	len=1433	ExpAA=134.33	First60=30.34	PredHel=6	Topology=o5-27i53-75o90-112i125-147o167-186i381-403o
Usma_5563	len=291	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5564	len=726	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_5565	len=498	ExpAA=220.51	First60=23.51	PredHel=10	Topology=i33-55o59-81i101-123o138-160i172-191o206-228i241-263o283-305i326-343o353-375i
Usma_5566	len=297	ExpAA=38.43	First60=8.53	PredHel=0	Topology=o
Usma_5567	len=314	ExpAA=56.04	First60=19.55	PredHel=2	Topology=i13-35o234-256i
Usma_5568	len=1561	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5569	len=1141	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_5570	len=515	ExpAA=53.24	First60=20.95	PredHel=2	Topology=i7-26o490-507i
Usma_5571	len=845	ExpAA=0.08	First60=0.01	PredHel=0	Topology=o
Usma_5572	len=1853	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5573	len=152	ExpAA=0.28	First60=0.11	PredHel=0	Topology=o
Usma_5574	len=529	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5575	len=285	ExpAA=17.77	First60=15.72	PredHel=0	Topology=o
Usma_5576	len=161	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Usma_5577	len=515	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5578	len=1269	ExpAA=158.93	First60=0.00	PredHel=7	Topology=o942-961i966-985o989-1011i1018-1040o1060-1082i1165-1184o1234-1256i
Usma_5579	len=112	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5580	len=300	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5581	len=261	ExpAA=2.42	First60=2.40	PredHel=0	Topology=o
Usma_5582	len=329	ExpAA=0.43	First60=0.43	PredHel=0	Topology=o
Usma_5583	len=675	ExpAA=19.30	First60=0.00	PredHel=1	Topology=i116-138o
Usma_5584	len=479	ExpAA=181.68	First60=21.09	PredHel=7	Topology=o165-187i194-216o236-258i265-286o301-323i330-352o362-379i
Usma_5585	len=642	ExpAA=20.52	First60=0.00	PredHel=1	Topology=i72-94o
Usma_5586	len=441	ExpAA=159.69	First60=0.00	PredHel=7	Topology=i70-89o99-121i157-179o219-241i248-270o308-330i337-359o
Usma_5587	len=415	ExpAA=202.46	First60=34.94	PredHel=10	Topology=i13-30o45-67i132-149o164-186i191-208o265-287i300-322o337-359i366-385o390-412i
Usma_5588	len=660	ExpAA=19.68	First60=19.66	PredHel=1	Topology=i21-40o
Usma_5589	len=387	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5590	len=182	ExpAA=0.07	First60=0.05	PredHel=0	Topology=o
Usma_5591	len=796	ExpAA=8.59	First60=0.00	PredHel=0	Topology=o
Usma_5592	len=566	ExpAA=54.78	First60=29.83	PredHel=3	Topology=i12-29o34-56i69-91o
Usma_5593	len=462	ExpAA=15.29	First60=0.00	PredHel=0	Topology=o
Usma_5594	len=82	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5595	len=1528	ExpAA=331.12	First60=22.58	PredHel=14	Topology=o20-42i76-98o113-135i142-161o176-193i214-231o486-508i578-600o610-629i959-981o996-1018i1069-1091o1095-1117i1183-1205o
Usma_5596	len=518	ExpAA=220.44	First60=17.94	PredHel=10	Topology=i34-56o102-124i133-155o175-197i214-236o246-268i356-378o398-420i427-449o494-516i
Usma_5597	len=561	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5598	len=466	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5599	len=921	ExpAA=4.70	First60=0.00	PredHel=0	Topology=o
Usma_5600	len=407	ExpAA=4.21	First60=0.00	PredHel=0	Topology=o
Usma_5601	len=519	ExpAA=251.33	First60=21.61	PredHel=11	Topology=i37-59o69-91i124-146o161-183i192-214o274-296i325-347o374-396i403-425o440-462i475-494o
Usma_5602	len=211	ExpAA=9.31	First60=9.30	PredHel=0	Topology=o
Usma_5603	len=1080	ExpAA=0.78	First60=0.00	PredHel=0	Topology=o
Usma_5604	len=296	ExpAA=21.81	First60=21.80	PredHel=1	Topology=i9-31o
Usma_5605	len=416	ExpAA=20.46	First60=19.11	PredHel=1	Topology=i7-29o
Usma_5606	len=217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5607	len=428	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
Usma_5608	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5609	len=271	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_5610	len=883	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5611	len=869	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5612	len=112	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5613	len=443	ExpAA=2.22	First60=2.21	PredHel=0	Topology=o
Usma_5614	len=833	ExpAA=21.40	First60=21.39	PredHel=1	Topology=i7-29o
Usma_5615	len=1217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5616	len=410	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5617	len=261	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5618	len=1507	ExpAA=213.71	First60=0.00	PredHel=8	Topology=o159-176i183-205o210-232i253-275o285-307i314-336o1077-1099i1106-1128o
Usma_5619	len=353	ExpAA=0.31	First60=0.00	PredHel=0	Topology=o
Usma_5620	len=760	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_5621	len=351	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_5622	len=207	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5623	len=397	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5624	len=395	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5625	len=279	ExpAA=7.28	First60=5.11	PredHel=0	Topology=o
Usma_5626	len=385	ExpAA=4.02	First60=0.89	PredHel=0	Topology=o
Usma_5627	len=468	ExpAA=21.32	First60=21.24	PredHel=1	Topology=i26-48o
Usma_5628	len=484	ExpAA=135.76	First60=0.08	PredHel=5	Topology=o237-256i293-315o335-357i401-423o438-455i
Usma_5629	len=175	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5630	len=355	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_5631	len=424	ExpAA=105.26	First60=7.92	PredHel=3	Topology=o56-73i174-196o221-243i
Usma_5632	len=1203	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5633	len=315	ExpAA=0.93	First60=0.15	PredHel=0	Topology=o
Usma_5634	len=1148	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5635	len=101	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
Usma_5636	len=606	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
Usma_5637	len=619	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5638	len=193	ExpAA=1.73	First60=1.72	PredHel=0	Topology=o
Usma_5639	len=633	ExpAA=19.95	First60=0.00	PredHel=1	Topology=i119-141o
Usma_5640	len=909	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5641	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5642	len=486	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5643	len=597	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5644	len=330	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5645	len=327	ExpAA=2.49	First60=0.05	PredHel=0	Topology=o
Usma_5646	len=407	ExpAA=0.14	First60=0.13	PredHel=0	Topology=o
Usma_5647	len=359	ExpAA=0.46	First60=0.07	PredHel=0	Topology=o
Usma_5648	len=627	ExpAA=22.41	First60=22.41	PredHel=1	Topology=i23-45o
Usma_5649	len=358	ExpAA=0.75	First60=0.12	PredHel=0	Topology=o
Usma_5650	len=592	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5651	len=500	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Usma_5652	len=679	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
Usma_5653	len=570	ExpAA=20.29	First60=0.09	PredHel=1	Topology=o519-541i
Usma_5654	len=647	ExpAA=27.42	First60=20.67	PredHel=1	Topology=i7-29o
Usma_5655	len=341	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5656	len=669	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5657	len=1106	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
Usma_5658	len=618	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5659	len=789	ExpAA=0.40	First60=0.26	PredHel=0	Topology=o
Usma_5660	len=851	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5661	len=152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5662	len=1213	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5663	len=530	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5664	len=582	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5665	len=926	ExpAA=250.04	First60=0.00	PredHel=10	Topology=o501-523i544-566o592-614i671-693o718-735i742-763o773-795i816-838o858-880i901-923o
Usma_5666	len=433	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5667	len=257	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_5668	len=1247	ExpAA=42.91	First60=0.00	PredHel=1	Topology=o1042-1064i
Usma_5669	len=374	ExpAA=2.72	First60=0.00	PredHel=0	Topology=o
Usma_5670	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5671	len=125	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5672	len=615	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5673	len=311	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Usma_5674	len=247	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5675	len=974	ExpAA=265.42	First60=23.94	PredHel=12	Topology=o30-49i56-78o88-110i122-144o154-176i189-211o221-241i262-284o314-333i340-362o377-399i404-426o
Usma_5676	len=166	ExpAA=16.31	First60=13.52	PredHel=0	Topology=o
Usma_5677	len=2148	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usma_5678	len=744	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5679	len=342	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5680	len=250	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Usma_5681	len=276	ExpAA=10.12	First60=0.00	PredHel=0	Topology=o
Usma_5682	len=425	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5683	len=1142	ExpAA=223.00	First60=0.00	PredHel=4	Topology=o687-709i737-759o779-801i952-974o
Usma_5684	len=171	ExpAA=11.65	First60=11.65	PredHel=0	Topology=o
Usma_5685	len=111	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5686	len=842	ExpAA=2.80	First60=0.02	PredHel=0	Topology=o
Usma_5687	len=847	ExpAA=44.55	First60=0.00	PredHel=2	Topology=o523-545i558-577o
Usma_5688	len=228	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
Usma_5689	len=285	ExpAA=21.92	First60=0.00	PredHel=1	Topology=i242-264o
Usma_5690	len=1144	ExpAA=11.13	First60=0.00	PredHel=0	Topology=o
Usma_5691	len=670	ExpAA=0.10	First60=0.09	PredHel=0	Topology=o
Usma_5692	len=647	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5693	len=426	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5694	len=107	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5695	len=520	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_5696	len=734	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_5697	len=447	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
Usma_5698	len=375	ExpAA=14.04	First60=0.00	PredHel=0	Topology=o
Usma_5699	len=873	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5700	len=1331	ExpAA=23.03	First60=0.00	PredHel=1	Topology=i177-199o
Usma_5701	len=311	ExpAA=0.92	First60=0.79	PredHel=0	Topology=o
Usma_5702	len=733	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5703	len=251	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5704	len=190	ExpAA=47.29	First60=10.25	PredHel=0	Topology=o
Usma_5705	len=226	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_5706	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5707	len=153	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5708	len=688	ExpAA=1.20	First60=0.00	PredHel=0	Topology=o
Usma_5709	len=146	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5710	len=1147	ExpAA=4.12	First60=4.11	PredHel=0	Topology=o
Usma_5711	len=1270	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_5712	len=1203	ExpAA=13.96	First60=1.78	PredHel=0	Topology=o
Usma_5713	len=712	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5714	len=608	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5715	len=71	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5716	len=984	ExpAA=163.87	First60=0.00	PredHel=7	Topology=o301-323i726-748o761-783i804-826o839-861i868-890o957-979i
Usma_5717	len=1652	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5718	len=626	ExpAA=0.18	First60=0.02	PredHel=0	Topology=o
Usma_5719	len=570	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5720	len=479	ExpAA=19.49	First60=19.47	PredHel=1	Topology=i7-29o
Usma_5721	len=447	ExpAA=14.37	First60=14.37	PredHel=0	Topology=o
Usma_5722	len=1421	ExpAA=62.74	First60=0.00	PredHel=3	Topology=i176-198o203-222i260-282o
Usma_5723	len=389	ExpAA=0.31	First60=0.26	PredHel=0	Topology=o
Usma_5724	len=578	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5725	len=1009	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5726	len=967	ExpAA=67.65	First60=0.00	PredHel=3	Topology=o515-537i550-572o850-872i
Usma_5727	len=751	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5728	len=321	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5729	len=627	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5730	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5731	len=546	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5732	len=776	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5733	len=497	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Usma_5734	len=109	ExpAA=0.73	First60=0.01	PredHel=0	Topology=o
Usma_5735	len=89	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5736	len=617	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5737	len=331	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5738	len=949	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5739	len=424	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_5740	len=224	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5741	len=1001	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5742	len=150	ExpAA=20.37	First60=0.00	PredHel=1	Topology=i109-131o
Usma_5743	len=283	ExpAA=3.07	First60=0.00	PredHel=0	Topology=o
Usma_5744	len=262	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_5745	len=193	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5746	len=451	ExpAA=3.46	First60=3.42	PredHel=0	Topology=o
Usma_5747	len=521	ExpAA=218.99	First60=0.00	PredHel=10	Topology=i70-92o107-129i136-153o163-185i197-219o234-251i289-311o321-341i354-373o388-410i
Usma_5748	len=459	ExpAA=0.62	First60=0.38	PredHel=0	Topology=o
Usma_5749	len=890	ExpAA=86.13	First60=0.00	PredHel=4	Topology=o521-543i550-572o673-695i728-750o
Usma_5750	len=316	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5751	len=796	ExpAA=49.60	First60=1.39	PredHel=2	Topology=o396-418i431-453o
Usma_5752	len=1126	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
Usma_5753	len=293	ExpAA=18.96	First60=0.00	PredHel=1	Topology=o270-292i
Usma_5754	len=759	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5755	len=280	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5756	len=487	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5757	len=598	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5758	len=201	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5759	len=1453	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5760	len=312	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5761	len=386	ExpAA=45.10	First60=21.20	PredHel=1	Topology=i183-205o
Usma_5762	len=1091	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5763	len=102	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5764	len=129	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
Usma_5765	len=307	ExpAA=88.92	First60=25.79	PredHel=4	Topology=i20-42o57-79i91-113o182-204i
Usma_5766	len=949	ExpAA=146.51	First60=0.00	PredHel=6	Topology=o354-371i408-430o482-504i511-530o545-564i596-618o
Usma_5767	len=195	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5768	len=625	ExpAA=138.48	First60=0.00	PredHel=6	Topology=o80-102i222-244o264-283i296-315o325-342i349-371o
Usma_5769	len=491	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usma_5770	len=268	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5771	len=418	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_5772	len=808	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5773	len=676	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5774	len=246	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5775	len=545	ExpAA=187.02	First60=0.07	PredHel=8	Topology=i63-85o95-117i130-152o204-226i233-255o329-351i408-430o440-462i
Usma_5776	len=1250	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5777	len=820	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5778	len=559	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5779	len=416	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5780	len=426	ExpAA=0.45	First60=0.44	PredHel=0	Topology=o
Usma_5781	len=377	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5782	len=555	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5783	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5784	len=152	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_5785	len=5431	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_5786	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5787	len=759	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_5788	len=460	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5789	len=100	ExpAA=0.52	First60=0.00	PredHel=0	Topology=o
Usma_5790	len=282	ExpAA=0.10	First60=0.01	PredHel=0	Topology=o
Usma_5791	len=293	ExpAA=2.56	First60=2.33	PredHel=0	Topology=o
Usma_5792	len=468	ExpAA=1.15	First60=1.15	PredHel=0	Topology=o
Usma_5793	len=809	ExpAA=6.42	First60=0.00	PredHel=0	Topology=o
Usma_5794	len=525	ExpAA=231.47	First60=0.00	PredHel=10	Topology=i103-122o132-154i191-213o218-240i293-315o335-357i378-400o410-432i439-458o473-495i
Usma_5795	len=974	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_5796	len=153	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usma_5797	len=312	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5798	len=999	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_5799	len=453	ExpAA=0.92	First60=0.00	PredHel=0	Topology=o
Usma_5800	len=625	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5801	len=1074	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5802	len=326	ExpAA=20.89	First60=20.86	PredHel=1	Topology=o15-37i
Usma_5803	len=170	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_5804	len=247	ExpAA=0.98	First60=0.00	PredHel=0	Topology=o
Usma_5805	len=546	ExpAA=254.59	First60=0.01	PredHel=11	Topology=i133-155o170-192i199-221o231-253i274-296o351-373i380-402o412-434i441-463o478-500i520-542o
Usma_5806	len=2038	ExpAA=0.70	First60=0.00	PredHel=0	Topology=o
Usma_5807	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5808	len=645	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5809	len=298	ExpAA=89.12	First60=38.86	PredHel=4	Topology=i12-34o44-66i86-108o180-202i
Usma_5810	len=951	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_5811	len=1481	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_5812	len=695	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_5813	len=62	ExpAA=9.31	First60=9.31	PredHel=0	Topology=o
