Usho_0001	len=154	ExpAA=21.23	First60=4.72	PredHel=1	Topology=i56-78o
Usho_5643	len=676	ExpAA=22.86	First60=22.60	PredHel=1	Topology=i13-35o
Usho_5644	len=1857	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usho_5645	len=478	ExpAA=167.06	First60=0.12	PredHel=8	Topology=i70-89o104-126i139-161o171-193i206-228o258-280i287-304o324-346i
Usho_5646	len=912	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5647	len=562	ExpAA=243.88	First60=21.54	PredHel=12	Topology=i27-49o83-105i110-132o136-155i167-189o199-221i288-310o325-347i354-376o391-413i425-447o452-474i
Usho_5648	len=377	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
Usho_5649	len=395	ExpAA=69.58	First60=0.00	PredHel=3	Topology=o245-267i305-327o331-353i
Usho_5650	len=438	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5651	len=822	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5652	len=542	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5653	len=1017	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5654	len=513	ExpAA=0.26	First60=0.26	PredHel=0	Topology=o
Usho_5655	len=543	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5656	len=192	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Usho_5657	len=568	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5658	len=603	ExpAA=146.24	First60=0.00	PredHel=7	Topology=i288-307o397-419i426-448o458-477i489-508o513-535i542-564o
Usho_5660	len=1785	ExpAA=370.61	First60=0.00	PredHel=16	Topology=o407-429i450-472o487-509i516-538o576-598i639-661o1253-1275i1306-1328o1350-1372i1393-1415o1420-1442i1513-1535o1550-1572i1592-1614o1624-1646i1750-1772o
Usho_5661	len=522	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_5662	len=218	ExpAA=1.42	First60=1.42	PredHel=0	Topology=o
Usho_5663	len=558	ExpAA=85.99	First60=0.00	PredHel=4	Topology=i108-130o143-165i257-279o294-316i
Usho_5664	len=83	ExpAA=1.39	First60=1.22	PredHel=0	Topology=o
Usho_5665	len=195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5666	len=565	ExpAA=19.80	First60=12.34	PredHel=1	Topology=i48-70o
Usho_5667	len=318	ExpAA=4.03	First60=1.28	PredHel=0	Topology=o
Usho_5668	len=588	ExpAA=243.10	First60=20.19	PredHel=12	Topology=i41-63o83-105i114-136o146-165i172-194o209-231i319-341o356-378i385-407o417-439i441-463o483-505i
Usho_5669	len=176	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5670	len=110	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5671	len=439	ExpAA=13.86	First60=1.00	PredHel=0	Topology=o
Usho_5672	len=226	ExpAA=10.89	First60=10.89	PredHel=0	Topology=o
Usho_5673	len=186	ExpAA=22.91	First60=0.00	PredHel=1	Topology=i162-184o
Usho_5674	len=469	ExpAA=0.55	First60=0.00	PredHel=0	Topology=o
Usho_5675	len=565	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5676	len=2087	ExpAA=1.25	First60=0.00	PredHel=0	Topology=o
Usho_5677	len=179	ExpAA=18.74	First60=0.06	PredHel=1	Topology=o76-98i
Usho_5678	len=770	ExpAA=1.79	First60=0.00	PredHel=0	Topology=o
Usho_5679	len=590	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5680	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5681	len=290	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5682	len=536	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5683	len=857	ExpAA=7.26	First60=7.20	PredHel=0	Topology=o
Usho_5684	len=171	ExpAA=23.27	First60=23.26	PredHel=0	Topology=o
Usho_5685	len=417	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5686	len=530	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usho_5687	len=622	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5688	len=208	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5689	len=1897	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5690	len=451	ExpAA=7.18	First60=0.00	PredHel=0	Topology=o
Usho_5691	len=394	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5692	len=1138	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Usho_5693	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5694	len=599	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_5695	len=1933	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5696	len=872	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5697	len=962	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usho_5698	len=373	ExpAA=14.27	First60=0.08	PredHel=0	Topology=o
Usho_5699	len=760	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5700	len=334	ExpAA=14.53	First60=0.25	PredHel=0	Topology=o
Usho_5701	len=1483	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5702	len=398	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5703	len=1037	ExpAA=192.62	First60=0.02	PredHel=9	Topology=i422-444o454-473i699-721o726-745i766-788o792-814i821-843o848-865i1004-1023o
Usho_5704	len=82	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5705	len=427	ExpAA=46.11	First60=0.00	PredHel=2	Topology=i212-234o323-345i
Usho_5706	len=775	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5707	len=1292	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5708	len=530	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Usho_5709	len=415	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5710	len=840	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5711	len=1057	ExpAA=0.31	First60=0.00	PredHel=0	Topology=o
Usho_5712	len=523	ExpAA=4.72	First60=0.40	PredHel=0	Topology=o
Usho_5713	len=681	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5714	len=526	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5715	len=814	ExpAA=20.79	First60=0.00	PredHel=1	Topology=i69-91o
Usho_5716	len=1335	ExpAA=26.91	First60=26.76	PredHel=1	Topology=i20-42o
Usho_5717	len=298	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5718	len=564	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5719	len=871	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_5720	len=719	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5721	len=637	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usho_5722	len=986	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5723	len=702	ExpAA=0.93	First60=0.00	PredHel=0	Topology=o
Usho_5724	len=106	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Usho_5725	len=888	ExpAA=0.45	First60=0.00	PredHel=0	Topology=o
Usho_5726	len=1451	ExpAA=0.76	First60=0.00	PredHel=0	Topology=o
Usho_5727	len=330	ExpAA=0.16	First60=0.14	PredHel=0	Topology=o
Usho_5728	len=626	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_5729	len=1017	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
Usho_5730	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5731	len=580	ExpAA=242.99	First60=22.65	PredHel=11	Topology=o29-51i108-130o134-156i168-190o200-222i291-310o325-347i354-373o399-421i434-456o466-485i
Usho_5732	len=779	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5733	len=422	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5734	len=388	ExpAA=58.30	First60=19.05	PredHel=0	Topology=o
Usho_5735	len=448	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usho_5736	len=761	ExpAA=43.53	First60=0.00	PredHel=2	Topology=o323-345i358-380o
Usho_5737	len=436	ExpAA=0.39	First60=0.18	PredHel=0	Topology=o
Usho_5738	len=1017	ExpAA=2.10	First60=0.00	PredHel=0	Topology=o
Usho_5739	len=160	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5740	len=1139	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5741	len=1124	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5742	len=238	ExpAA=21.43	First60=0.00	PredHel=1	Topology=o215-237i
Usho_5743	len=660	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_5744	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5745	len=399	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5746	len=558	ExpAA=2.39	First60=0.19	PredHel=0	Topology=o
Usho_5747	len=560	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_5748	len=121	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5749	len=4198	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5750	len=716	ExpAA=53.26	First60=22.70	PredHel=2	Topology=i12-34o355-377i
Usho_5751	len=374	ExpAA=63.00	First60=8.94	PredHel=2	Topology=i94-116o136-156i
Usho_5752	len=590	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5753	len=544	ExpAA=184.59	First60=0.00	PredHel=7	Topology=o112-134i173-195o215-234i247-269o325-347i368-390o400-417i
Usho_5754	len=232	ExpAA=0.43	First60=0.43	PredHel=0	Topology=o
Usho_5755	len=61	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usho_5756	len=1205	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5757	len=1039	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_5758	len=162	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_5759	len=136	ExpAA=3.26	First60=1.83	PredHel=0	Topology=o
Usho_5760	len=142	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5761	len=222	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5762	len=1149	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5763	len=368	ExpAA=128.89	First60=0.00	PredHel=6	Topology=i86-108o128-147i168-187o226-248i261-283o317-339i
Usho_5764	len=206	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5765	len=897	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
Usho_5766	len=431	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5767	len=485	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5768	len=875	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5769	len=1676	ExpAA=17.79	First60=17.78	PredHel=1	Topology=i7-29o
Usho_5770	len=182	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_5771	len=742	ExpAA=1.18	First60=1.17	PredHel=0	Topology=o
Usho_5772	len=435	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5773	len=316	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_5774	len=1469	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5775	len=490	ExpAA=1.30	First60=0.01	PredHel=0	Topology=o
Usho_5776	len=1695	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5777	len=1608	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_5778	len=272	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5779	len=432	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5780	len=390	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
Usho_5781	len=240	ExpAA=50.93	First60=0.01	PredHel=0	Topology=o
Usho_5782	len=87	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5783	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5784	len=478	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5785	len=1021	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_5786	len=588	ExpAA=170.98	First60=0.00	PredHel=7	Topology=o251-273i286-308o402-424i431-450o460-482i495-517o527-549i
Usho_5787	len=390	ExpAA=10.54	First60=0.00	PredHel=0	Topology=o
Usho_5788	len=394	ExpAA=101.90	First60=37.90	PredHel=4	Topology=o4-26i33-55o60-82i248-270o
Usho_5789	len=542	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_5790	len=1122	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_5791	len=173	ExpAA=1.34	First60=0.00	PredHel=0	Topology=o
Usho_5792	len=757	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5793	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5794	len=151	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5795	len=407	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5796	len=2391	ExpAA=2.26	First60=0.00	PredHel=0	Topology=o
Usho_5797	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5798	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5799	len=525	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5800	len=527	ExpAA=2.87	First60=0.61	PredHel=0	Topology=o
Usho_5801	len=420	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_5802	len=531	ExpAA=22.84	First60=0.07	PredHel=0	Topology=o
Usho_5803	len=307	ExpAA=0.16	First60=0.10	PredHel=0	Topology=o
Usho_5804	len=191	ExpAA=0.35	First60=0.34	PredHel=0	Topology=o
Usho_5805	len=726	ExpAA=0.93	First60=0.06	PredHel=0	Topology=o
Usho_5806	len=1930	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5807	len=66	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5808	len=135	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5809	len=405	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_5810	len=422	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5811	len=264	ExpAA=1.15	First60=0.00	PredHel=0	Topology=o
Usho_5812	len=57	ExpAA=33.05	First60=33.05	PredHel=1	Topology=o33-55i
Usho_5813	len=379	ExpAA=45.19	First60=21.40	PredHel=2	Topology=i9-31o65-87i
Usho_5814	len=287	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usho_5815	len=814	ExpAA=0.36	First60=0.00	PredHel=0	Topology=o
Usho_5816	len=412	ExpAA=20.40	First60=20.40	PredHel=1	Topology=i16-38o
Usho_5817	len=353	ExpAA=5.66	First60=0.00	PredHel=0	Topology=o
Usho_5818	len=465	ExpAA=0.37	First60=0.33	PredHel=0	Topology=o
Usho_5819	len=367	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5820	len=190	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Usho_5821	len=290	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5822	len=857	ExpAA=0.10	First60=0.07	PredHel=0	Topology=o
Usho_5823	len=110	ExpAA=0.48	First60=0.05	PredHel=0	Topology=o
Usho_5824	len=205	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5825	len=212	ExpAA=0.39	First60=0.00	PredHel=0	Topology=o
Usho_5826	len=296	ExpAA=114.04	First60=43.76	PredHel=4	Topology=o10-32i37-59o84-103i124-146o
Usho_5827	len=538	ExpAA=222.83	First60=0.00	PredHel=10	Topology=i95-117o139-161i168-190o194-213i239-261o281-298i336-358o373-392i434-456o471-493i
Usho_5828	len=727	ExpAA=20.54	First60=0.00	PredHel=0	Topology=o
Usho_5829	len=300	ExpAA=9.97	First60=1.04	PredHel=0	Topology=o
Usho_5830	len=200	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5831	len=562	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_5832	len=592	ExpAA=7.57	First60=6.89	PredHel=0	Topology=o
Usho_5833	len=197	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5834	len=397	ExpAA=0.43	First60=0.41	PredHel=0	Topology=o
Usho_5835	len=297	ExpAA=91.82	First60=19.77	PredHel=4	Topology=i43-62o118-140i214-233o248-270i
Usho_5836	len=758	ExpAA=131.13	First60=0.00	PredHel=5	Topology=o498-520i527-549o559-578i585-607o627-646i
Usho_5837	len=534	ExpAA=36.56	First60=21.84	PredHel=1	Topology=i20-42o
Usho_5838	len=342	ExpAA=0.63	First60=0.00	PredHel=0	Topology=o
Usho_5839	len=672	ExpAA=174.34	First60=0.00	PredHel=8	Topology=i176-198o213-232i244-263o302-324i351-373o383-402i409-426o441-463i
Usho_5840	len=545	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5841	len=343	ExpAA=0.79	First60=0.01	PredHel=0	Topology=o
Usho_5842	len=504	ExpAA=249.98	First60=7.70	PredHel=10	Topology=i53-70o92-114i182-204o214-236i284-306o321-343i348-367o371-393i406-428o443-465i
Usho_5843	len=466	ExpAA=0.46	First60=0.00	PredHel=0	Topology=o
Usho_5844	len=531	ExpAA=224.96	First60=16.40	PredHel=10	Topology=o45-67i109-128o132-154i175-197o217-239i366-388o392-409i421-443o458-480i487-509o
Usho_5845	len=204	ExpAA=20.34	First60=19.11	PredHel=1	Topology=i41-63o
Usho_5846	len=265	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5847	len=176	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5848	len=190	ExpAA=19.62	First60=0.01	PredHel=1	Topology=i156-175o
Usho_5849	len=331	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5850	len=676	ExpAA=14.07	First60=0.04	PredHel=0	Topology=o
Usho_5851	len=510	ExpAA=155.46	First60=21.12	PredHel=7	Topology=o31-48i68-90o105-127i340-362o402-424i437-459o469-491i
Usho_5852	len=1219	ExpAA=1.62	First60=0.00	PredHel=0	Topology=o
Usho_5853	len=605	ExpAA=260.92	First60=0.00	PredHel=12	Topology=i83-105o115-137i146-165o170-192i204-226o230-252i304-326o346-368i388-410o415-437i446-468o483-505i
Usho_5854	len=234	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5855	len=226	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_5856	len=554	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5857	len=451	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_5858	len=317	ExpAA=48.45	First60=0.01	PredHel=1	Topology=i64-86o
Usho_5859	len=285	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5860	len=641	ExpAA=4.61	First60=0.96	PredHel=0	Topology=o
Usho_5861	len=727	ExpAA=1.09	First60=0.00	PredHel=0	Topology=o
Usho_5862	len=1045	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usho_5863	len=444	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5864	len=346	ExpAA=1.95	First60=0.00	PredHel=0	Topology=o
Usho_5865	len=466	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_5866	len=172	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5867	len=237	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5868	len=149	ExpAA=17.72	First60=9.38	PredHel=1	Topology=o50-72i
Usho_5869	len=335	ExpAA=91.44	First60=23.55	PredHel=4	Topology=i7-29o102-124i133-155o181-203i
Usho_5870	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5871	len=194	ExpAA=12.65	First60=0.03	PredHel=0	Topology=o
Usho_5872	len=145	ExpAA=22.36	First60=22.36	PredHel=1	Topology=o20-42i
Usho_5873	len=688	ExpAA=0.52	First60=0.00	PredHel=0	Topology=o
Usho_5874	len=355	ExpAA=20.73	First60=20.45	PredHel=1	Topology=i7-29o
Usho_5875	len=529	ExpAA=99.88	First60=0.00	PredHel=4	Topology=i112-134o154-176i222-244o299-321i
Usho_5876	len=503	ExpAA=243.52	First60=0.00	PredHel=11	Topology=i92-113o117-139i160-182o197-216i223-245o273-295i308-330o350-372i385-407o422-444i456-478o
Usho_5877	len=214	ExpAA=33.20	First60=1.32	PredHel=0	Topology=o
Usho_5878	len=763	ExpAA=0.58	First60=0.00	PredHel=0	Topology=o
Usho_5879	len=534	ExpAA=244.51	First60=0.00	PredHel=10	Topology=i140-162o167-189i202-224o239-258i309-331o341-363i370-389o404-426i433-450o460-482i
Usho_5880	len=330	ExpAA=0.23	First60=0.06	PredHel=0	Topology=o
Usho_5881	len=600	ExpAA=258.59	First60=10.29	PredHel=12	Topology=i50-72o98-120i127-144o159-181i194-216o226-248i314-336o356-378i385-407o417-439i452-474o484-506i
Usho_5883	len=228	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5884	len=398	ExpAA=5.46	First60=5.43	PredHel=0	Topology=o
Usho_5885	len=131	ExpAA=0.17	First60=0.17	PredHel=0	Topology=o
Usho_5886	len=660	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Usho_5887	len=2229	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usho_5888	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5889	len=79	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5890	len=1113	ExpAA=1.66	First60=0.00	PredHel=0	Topology=o
Usho_5891	len=727	ExpAA=189.23	First60=38.65	PredHel=7	Topology=i9-31o35-57i69-91o245-267i279-301o656-678i685-704o
Usho_5892	len=268	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_5893	len=382	ExpAA=9.50	First60=0.00	PredHel=0	Topology=o
Usho_5894	len=484	ExpAA=16.42	First60=11.63	PredHel=0	Topology=o
Usho_5895	len=554	ExpAA=119.62	First60=20.75	PredHel=6	Topology=o32-54i144-166o179-201i307-329o344-361i476-498o
Usho_5896	len=201	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5897	len=223	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5898	len=839	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5899	len=589	ExpAA=244.16	First60=0.34	PredHel=10	Topology=i166-188o208-230i237-259o288-310i317-339o403-425i445-467o471-490i503-525o540-562i
Usho_5900	len=161	ExpAA=34.67	First60=10.81	PredHel=1	Topology=i138-160o
Usho_5901	len=521	ExpAA=90.36	First60=15.39	PredHel=2	Topology=o40-62i133-155o
Usho_5902	len=728	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5903	len=636	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_5904	len=271	ExpAA=39.89	First60=17.92	PredHel=2	Topology=o4-26i246-268o
Usho_5905	len=436	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5906	len=314	ExpAA=127.75	First60=22.03	PredHel=5	Topology=i30-52o67-89i109-131o192-214i234-256o
Usho_5907	len=1012	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5908	len=444	ExpAA=0.52	First60=0.00	PredHel=0	Topology=o
Usho_5909	len=334	ExpAA=2.28	First60=2.27	PredHel=0	Topology=o
Usho_5910	len=315	ExpAA=96.84	First60=2.89	PredHel=4	Topology=i67-89o141-163i200-222o242-259i
Usho_5911	len=865	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5912	len=309	ExpAA=4.12	First60=0.05	PredHel=0	Topology=o
Usho_5913	len=109	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5914	len=422	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5915	len=305	ExpAA=2.06	First60=2.02	PredHel=0	Topology=o
Usho_5916	len=214	ExpAA=0.51	First60=0.00	PredHel=0	Topology=o
Usho_5917	len=610	ExpAA=230.77	First60=0.01	PredHel=10	Topology=i62-84o104-126i139-161o190-212i233-255o424-446i467-489o494-511i518-540o580-602i
Usho_5918	len=235	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5919	len=261	ExpAA=19.92	First60=11.25	PredHel=0	Topology=o
Usho_5920	len=359	ExpAA=157.93	First60=27.31	PredHel=6	Topology=o18-40i53-75o95-117i217-239o263-285i338-355o
Usho_5921	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5922	len=147	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5923	len=260	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5924	len=595	ExpAA=22.15	First60=22.07	PredHel=1	Topology=i7-29o
Usho_5925	len=519	ExpAA=235.52	First60=40.27	PredHel=10	Topology=i5-24o39-61i68-87o102-124i137-159o174-196i267-289o293-315i350-367o387-409i
Usho_5926	len=856	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_5927	len=294	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5928	len=874	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_5929	len=302	ExpAA=11.39	First60=11.38	PredHel=0	Topology=o
Usho_5930	len=499	ExpAA=236.02	First60=2.61	PredHel=11	Topology=o62-84i97-119o129-146i153-175o185-202i214-236o283-305i342-364o369-391i404-426o446-468i
Usho_5931	len=139	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5932	len=867	ExpAA=17.31	First60=16.45	PredHel=0	Topology=o
Usho_5933	len=629	ExpAA=31.80	First60=12.26	PredHel=1	Topology=o589-611i
Usho_5934	len=495	ExpAA=143.45	First60=9.03	PredHel=6	Topology=i76-98o113-135i259-281o291-313i318-340o408-430i
Usho_5935	len=298	ExpAA=29.97	First60=7.39	PredHel=1	Topology=o251-273i
Usho_5936	len=372	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Usho_5937	len=616	ExpAA=3.59	First60=0.00	PredHel=0	Topology=o
Usho_5938	len=592	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_5939	len=244	ExpAA=85.79	First60=10.37	PredHel=3	Topology=o96-118i131-153o194-216i
Usho_5940	len=533	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5941	len=1076	ExpAA=2.46	First60=0.00	PredHel=0	Topology=o
Usho_5942	len=432	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_5943	len=355	ExpAA=1.62	First60=0.00	PredHel=0	Topology=o
Usho_5944	len=410	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5945	len=557	ExpAA=253.33	First60=1.04	PredHel=12	Topology=i62-81o101-120i127-149o154-176i183-205o220-242i304-326o341-363i370-387o397-418i430-452o462-484i
Usho_5946	len=678	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_5947	len=501	ExpAA=0.21	First60=0.17	PredHel=0	Topology=o
Usho_5948	len=600	ExpAA=58.72	First60=16.62	PredHel=3	Topology=i17-39o504-526i580-599o
Usho_5949	len=413	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
